ukprn,kiscourseid,title,crseurl
10000824,BAAAF_VL46,Archaeology and Anthropology,https://www.bournemouth.ac.uk/study/courses/ba-hons-archaeology-anthropology
10000824,BAACS_N423,Accounting,https://www.bournemouth.ac.uk/study/courses/ba-hons-accounting
10000824,BAAFS_N420,Accounting and Finance,https://www.bournemouth.ac.uk/study/courses/ba-hons-accounting-finance-2
10000824,BABAMES_N1L1,Business and Management (Economics),https://www.bournemouth.ac.uk/study/courses/ba-hons-business-management-economics-0
10000824,BABAMFS_N1N3,Business and Management (Finance),https://www.bournemouth.ac.uk/study/courses/ba-hons-business-management-finance-0
10000824,BACAVEF_W616,Computer Animation and Visual Effects,https://www.bournemouth.ac.uk/study/courses/ba-hons-computer-animation-visual-effects
10000824,BACF_L611,Criminology,https://www.bournemouth.ac.uk/study/courses/ba-hons-criminology
10000824,BACLF_L375,Criminology with Law,https://www.bournemouth.ac.uk/study/courses/ba-hons-criminology-law
10000824,BACOMMF_P900,Communication and Media,https://www.bournemouth.ac.uk/study/courses/ba-hons-communication-media
10000824,BACPF_LC38,Criminology with Psychology,https://www.bournemouth.ac.uk/study/courses/ba-hons-criminology-psychology
10000824,BAEF_Q300,English,https://www.bournemouth.ac.uk/study/courses/ba-hons-english-2
10000824,BAFAFS_NN24,Finance (with Foundation Year),https://www.bournemouth.ac.uk/study/courses/ba-hons-finance
10000824,BAFEMS_N821,Events Management (with Foundation Year),https://www.bournemouth.ac.uk/study/courses/ba-hons-events-management
10000824,BAFFF_T6H4,Film (with Foundation Year),https://www.bournemouth.ac.uk/study/courses/ba-hons-film-3
10000824,BAFFTVPS_FT01,Film and TV Production (with Foundation year),https://www.bournemouth.ac.uk/study/courses/ba-hons-film-tv-production
10000824,BAFMCAS_N596,Marketing Communications with Advertising (with Foundation Year),https://www.bournemouth.ac.uk/study/courses/ba-hons-marketing-communications-advertising
10000824,BAFMCDSS_N587,Marketing Communications with Digital Strategy (with Foundation year),https://www.bournemouth.ac.uk/study/courses/ba-hons-marketing-communications-digital-strategy
10000824,BAFMCPRS_N598,Marketing Communications with Public Relations (with Foundation Year),https://www.bournemouth.ac.uk/study/courses/ba-hons-marketing-communications-public-relations
10000824,BAFMCSCS_N585,Marketing Communications with Social Change (with Foundation year),https://www.bournemouth.ac.uk/study/courses/ba-hons-marketing-communications-social-change
10000824,BAFMMJF_P501,Multimedia Journalism (with Foundation Year),https://www.bournemouth.ac.uk/study/courses/ba-hons-multimedia-journalism
10000824,BAFMMSJF_P506,Multimedia Sports Journalism (with Foundation Year),https://www.bournemouth.ac.uk/study/courses/ba-hons-multimedia-sports-journalism
10000824,BAFMPF_PH11,Media Production (with Foundation Year),https://www.bournemouth.ac.uk/study/courses/ba-hons-media-production
10000824,BAFPDS_W239,Product Design (with Foundation Year),https://www.bournemouth.ac.uk/study/courses/ba-hons-product-design
10000824,BAHF_H4F5,History,https://www.bournemouth.ac.uk/study/courses/ba-hons-history
10000824,BAMSPS_W391,Music and Sound Production,https://www.bournemouth.ac.uk/study/courses/ba-hons-music-sound-production
10000824,BAPHF_W690,Photography,https://www.bournemouth.ac.uk/study/courses/ba-hons-photography-2
10000824,BASCF_H2L9,Sociology and Criminology,https://www.bournemouth.ac.uk/study/courses/ba-hons-sociology-criminology
10000824,BASF_18J3,Sociology,https://www.bournemouth.ac.uk/study/courses/ba-hons-sociology
10000824,BASSAF_LL36,Sociology and Social Anthropology,https://www.bournemouth.ac.uk/study/courses/ba-hons-sociology-social-anthropology
10000824,BASWF_L500,Social Work,https://www.bournemouth.ac.uk/study/courses/ba-hons-social-work
10000824,BEFMES_H304,Mechanical Engineering (with Foundation Year),https://www.bournemouth.ac.uk/study/courses/beng-hons-mechanical-engineering-2
10000824,BEMRS_H405,Mechatronics and Robotics,https://www.bournemouth.ac.uk/study/courses/beng-hons-mechatronics-robotics
10000824,BSAF_J21B,Anthropology,https://www.bournemouth.ac.uk/study/courses/bsc-hons-anthropology
10000824,BSANAHF_B740,Adult Nursing (Advanced Standing),https://www.bournemouth.ac.uk/study/courses/bsc-hons-adult-nursing-advanced-standing
10000824,BSANHF_B700,Adult Nursing,https://www.bournemouth.ac.uk/study/courses/bsc-hons-adult-nursing-5
10000824,BSARAFSS_4K2M,"Archaeological, Anthropological and Forensic Sciences",https://www.bournemouth.ac.uk/study/courses/bsc-hons-archaeological-anthropological-forensic-sciences-2
10000824,BSARCF_F400,Archaeology,https://www.bournemouth.ac.uk/study/courses/bsc-hons-archaeology
10000824,BSBCAS_I230,Business Computing with Analytics,https://www.bournemouth.ac.uk/study/courses/bsc-hons-business-computing-analytics-0
10000824,BSBMSCS_B940,Biomedical Science,https://www.bournemouth.ac.uk/study/courses/bsc-hons-biomedical-science-0
10000824,BSBSF_C100,Biological Sciences,https://www.bournemouth.ac.uk/study/courses/bsc-hons-biological-sciences-2
10000824,BSCOS_G610,Computing,https://www.bournemouth.ac.uk/study/courses/bsc-hons-computing
10000824,BSCSDFS_I140,Cyber Security with Digital Forensics,https://www.bournemouth.ac.uk/study/courses/bsc-hons-cyber-security-digital-forensics
